Timestamp,22.07.2020 12:19:05,Timestamp,22.07.2020 12:19:05
Interval,0.0005,Interval,0.0005
Channel name,"Force",Channel name,"Potentiometer"
Unit,"V",Unit,"V"
0,0.035542715500874331,0,-3.1756796154751505
0.0005,0.029426141235089111,0.0005,-3.1769673358460047
0.001,0.043912764362205849,0.001,-3.1763234756589775
0.0015,0.055180137586575098,0.0015,-3.1766454057520908
0.002,0.032323465897638182,0.002,-3.1766454057520908
0.0025,0.036186565418770369,0.0025,-3.1772892659407179
0.003,0.041015439773824797,0.003,-3.1760015455666641
0.0035,0.048741638635222143,0.0035,-3.1763234756589775
0.004,0.041337364729001166,0.004,-3.1766454057520908
0.0045,0.039405814994519721,0.0045,-3.1766454057520908
0.005,0.038118115166964311,0.005,-3.1766454057520908
0.0055,0.040049664906926637,0.0055,-3.1766454057520908
0.006,0.049385488534431705,0.006,-3.1763234756589775
0.0065,0.039727739950837365,0.0065,-3.1769673358460047
0.007,0.043912764362205849,0.007,-3.1766454057520908
0.0075,0.051317038226622556,0.0075,-3.1763234756589775
0.008,0.034898865582061844,0.008,-3.1763234756589775
0.0085,0.031035766049915706,0.0085,-3.1766454057520908
0.009,0.046166239029308574,0.009,-3.1763234756589775
0.0095,0.056467837366001104,0.0095,-3.1756796154751505
0.01,0.035864640459936876,0.01,-3.1760015455666641
0.0105,0.031679615974236547,0.0105,-3.1769673358460047
0.011,0.047775863784706885,0.011,-3.1772892659407179
0.0115,0.05002933843273466,0.0115,-3.1763234756589775
0.012,0.039405814994519721,0.012,-3.1769673358460047
0.0125,0.031357691012191054,0.0125,-3.1772892659407179
0.013,0.045844314077547466,0.013,-3.1763234756589775
0.0135,0.043268914455271583,0.0135,-3.1763234756589775
0.014,0.039405814994519721,0.014,-3.1766454057520908
0.0145,0.042303139593161974,0.0145,-3.1769673358460047
0.015,0.049063563584940281,0.015,-3.1776111960362314
0.0155,0.045522389125559073,0.0155,-3.1766454057520908
0.016,0.031357691012191054,0.016,-3.1769673358460047
0.0165,0.030069991161709952,0.0165,-3.1766454057520908
0.017,0.045844314077547466,0.017,-3.1769673358460047
0.0175,0.049707413483696485,0.0175,-3.1756796154751505
0.018,0.043590839408852555,0.018,-3.1772892659407179
0.0185,0.033289240781018123,0.0185,-3.1766454057520908
0.019,0.041337364729001166,0.019,-3.1769673358460047
0.0195,0.051960888122208414,0.0195,-3.1753576853844372
0.02,0.036830415335750405,0.02,-3.1766454057520908
0.0205,0.032323465897638182,0.0205,-3.1779331261325452
0.021,0.046166239029308574,0.021,-3.1772892659407179
0.0215,0.060330936682655871,0.0215,-3.1763234756589775
0.022,0.036508490377374858,0.022,-3.1769673358460047
0.0225,0.041015439773824797,0.0225,-3.1769673358460047
0.023,0.041015439773824797,0.023,-3.1766454057520908
0.0235,0.051960888122208414,0.0235,-3.1769673358460047
0.024,0.038440040124196009,0.024,-3.1769673358460047
0.0245,0.038118115166964311,0.0245,-3.1776111960362314
0.025,0.037796190209503963,0.025,-3.1769673358460047
0.0255,0.045522389125559073,0.0255,-3.1769673358460047
0.026,0.05002933843273466,0.026,-3.1766454057520908
0.0265,0.040049664906926637,0.0265,-3.1769673358460047
0.027,0.04455661426822962,0.027,-3.1763234756589775
0.0275,0.054858212641154681,0.0275,-3.1772892659407179
0.028,0.034576940622311786,0.028,-3.1763234756589775
0.0285,0.030391916124675213,0.0285,-3.1772892659407179
0.029,0.044234689315331518,0.029,-3.1769673358460047
0.0295,0.060652861624248461,0.0295,-3.1779331261325452
0.03,0.033933090702123754,0.03,-3.1779331261325452
0.0305,0.032645390858994434,0.0305,-3.1782550562296592
0.031,0.049707413483696485,0.031,-3.1769673358460047
0.0315,0.045200464173343329,0.0315,-3.1769673358460047
0.032,0.042946989501462862,0.032,-3.1763234756589775
0.0325,0.034576940622311786,0.0325,-3.1776111960362314
0.033,0.046810088932149177,0.033,-3.1763234756589775
0.0335,0.042625064547426351,0.0335,-3.1772892659407179
0.034,0.039405814994519721,0.034,-3.1772892659407179
0.0345,0.040049664906926637,0.0345,-3.1769673358460047
0.035,0.047453938834081333,0.035,-3.1763234756589775
0.0355,0.047132013883228782,0.0355,-3.1769673358460047
0.036,0.03361116574168567,0.036,-3.1766454057520908
0.0365,0.036186565418770369,0.0365,-3.1766454057520908
0.037,0.042625064547426351,0.037,-3.1766454057520908
0.0375,0.050995113278490191,0.0375,-3.1760015455666641
0.038,0.038118115166964311,0.038,-3.1760015455666641
0.0385,0.031679615974236547,0.0385,-3.1766454057520908
0.039,0.039083890037973648,0.039,-3.1766454057520908
0.0395,0.053892437803539112,0.0395,-3.1766454057520908
0.04,0.037152340293897065,0.04,-3.1763234756589775
0.0405,0.026850741519393123,0.0405,-3.1769673358460047
0.041,0.046810088932149177,0.041,-3.1769673358460047
0.0415,0.05807746208521266,0.0415,-3.1756796154751505
0.042,0.032645390858994434,0.042,-3.1763234756589775
0.0425,0.032645390858994434,0.0425,-3.1766454057520908
0.043,0.040049664906926637,0.043,-3.1769673358460047
0.0435,0.047775863784706885,0.0435,-3.1766454057520908
0.044,0.039083890037973648,0.044,-3.1766454057520908
0.0445,0.038118115166964311,0.0445,-3.1766454057520908
0.045,0.038118115166964311,0.045,-3.1766454057520908
0.0455,0.040371589862787591,0.0455,-3.1763234756589775
0.046,0.046810088932149177,0.046,-3.1769673358460047
0.0465,0.039083890037973648,0.0465,-3.1766454057520908
0.047,0.043912764362205849,0.047,-3.1766454057520908
0.0475,0.05550206253176989,0.0475,-3.1760015455666641
