,0,1,2,3,4,5,6,7,8
0,0.0,9.039339231595733e-06,0.0,0.0,0.0,0.0,0.0,6.45668538386183e-07,0.0
1,0.0,3.873972617986138e-06,0.0,0.0,0.0,0.0,0.0,7.747991355366101e-06,0.0
2,0.0,-1.2913125773456996e-06,0.0,0.0,0.0,0.0,0.0,5.8110632499543e-06,0.0
3,0.0,1.2913823142673685e-06,0.0,0.0,0.0,0.0,0.0,-1.614174939399763e-05,0.0
4,0.0,-3.2283570063734267e-06,0.0,0.0,0.0,0.0,0.0,9.039431735800911e-06,0.0
5,0.0,1.0976348740582171e-05,0.0,0.0,0.0,0.0,0.0,-6.4567369471236836e-06,0.0
6,0.0,-7.748061465593255e-06,0.0,0.0,0.0,0.0,0.0,6.456829910287321e-06,0.0
7,0.0,1.0330756358802227e-05,0.0,0.0,0.0,0.0,0.0,-1.2913473907350235e-05,0.0
8,0.0,-1.4204728982325525e-05,0.0,0.0,0.0,0.0,0.0,6.4566904851972634e-06,0.0
9,0.0,-2.3243952137441618e-05,0.0,0.0,0.0,0.0,0.0,-1.291486860380879e-06,0.0
10,0.0,3.0346281773890178e-05,0.0,0.0,0.0,0.0,0.0,-4.519576414142809e-06,0.0
11,0.0,-1.2913125845195257e-06,0.0,0.0,0.0,0.0,0.0,2.130718543983304e-05,0.0
12,0.0,-2.1307361085900293e-05,0.0,0.0,-2.3889735654500575e-05,0.0,0.0,-1.2267893152060055e-05,0.0
13,0.0,1.9370525829405082e-05,0.0,0.0,-2.9055084890682387e-05,0.0,0.0,-8.393479132755433e-06,0.0
14,0.0,5.810668390286007e-06,0.0,0.0,2.324406794206427e-05,0.0,0.0,1.2915798022481796e-06,0.0
15,0.0,-1.7432934933598732e-05,0.0,0.0,-5.8110170297934674e-05,0.0,0.0,1.93637028711628e-06,0.0
16,0.0,1.2913497796932337e-05,0.0,0.0,5.81101709621789e-06,0.0,0.0,-1.937007151947891e-05,0.0
17,0.0,3.873879650486717e-06,0.0,0.0,5.2299153201716967e-05,0.0,0.0,1.5496401251365835e-05,0.0
18,0.0,-4.3905255860942636e-05,0.0,0.0,-3.4866102001649146e-05,0.0,0.0,-9.297626893649963e-11,0.0
19,0.0,0.0001536698786242193,0.0,0.0,2.324406806014052e-05,0.0,0.0,4.519576415781778e-06,0.0
20,0.0,-0.00021565532690572166,0.0,0.0,-2.3244068060140507e-05,0.0,0.0,3.228554433467685e-06,0.0
21,0.0,0.00012009606027625028,0.0,0.0,4.6488135884135866e-05,0.0,0.0,6.456736955304213e-07,0.0
22,0.0,-1.4205809496296313e-05,0.0,0.0,-6.973220418041964e-05,0.0,0.0,-1.872402590740775e-05,0.0
23,0.0,-6.455586732905327e-06,0.0,0.0,2.9055085333471963e-05,0.0,0.0,6.455714263861471e-06,0.0
24,0.0,-4.520215680342873e-06,0.0,0.0,5.811017022397512e-06,0.0,0.0,7.748130878745232e-06,0.0
25,0.0,8.393560873322406e-06,0.0,0.0,1.7433050978672178e-05,0.0,0.0,1.678830635589109e-05,0.0
26,0.0,-6.455807451942892e-07,0.0,0.0,-5.229915333454068e-05,0.0,0.0,-3.2287403565240868e-06,0.0
27,0.0,3.486582308253427e-05,0.0,0.0,2.9055085333471272e-05,0.0,0.0,-2.1952580255700072e-05,0.0
28,0.0,-8.522868831046935e-05,0.0,0.0,1.162203403004532e-05,0.0,0.0,1.226696345815741e-05,0.0
29,0.0,4.713447335223933e-05,0.0,0.0,2.371692252312041e-19,0.0,0.0,-7.747572981803177e-06,0.0
30,0.0,-1.226820779118813e-05,0.0,0.0,0.0,0.0,0.0,1.9374859581032065e-06,0.0
31,0.0,2.0662826011990584e-05,0.0,0.0,1.7433050934415838e-05,0.0,0.0,-1.0331011608484181e-05,0.0
32,0.0,-2.5837638880376235e-06,0.0,0.0,2.3244067705965535e-05,0.0,0.0,1.0330360789351077e-05,0.0
33,0.0,-3.3574174010244914e-05,0.0,0.0,-3.4866101647474686e-05,0.0,0.0,5.81171409365703e-06,0.0
34,0.0,2.77634242725636e-05,0.0,0.0,5.811016978117638e-06,0.0,0.0,-2.5830201908691933e-06,0.0
35,0.0,4.261350082948938e-05,0.0,0.0,-6.392118757127103e-05,0.0,0.0,6.462315547781725e-07,0.0
36,0.0,-3.938515543980647e-05,0.0,0.0,1.7433051332947408e-05,0.0,0.0,-1.033105809662137e-05,0.0
37,0.0,-5.81090706795902e-11,0.0,0.0,-5.811017096216901e-06,0.0,0.0,1.9362307965011527e-06,0.0
38,0.0,1.9368235879201454e-06,0.0,0.0,2.905508533347233e-05,0.0,0.0,6.458596546212356e-07,0.0
39,0.0,-3.873519392993568e-06,0.0,0.0,1.1622034030044832e-05,0.0,0.0,9.6858492529513e-06,0.0
40,0.0,1.5496494732772983e-05,0.0,0.0,1.1622033971023604e-05,0.0,0.0,-1.9376254175990912e-06,0.0
41,0.0,-2.1308209093365272e-05,0.0,0.0,-5.229915333454028e-05,0.0,0.0,-5.8110167863893375e-06,0.0
42,0.0,5.8118654106328165e-06,0.0,0.0,4.648813635642554e-05,0.0,4.074073333333333e-07,1.2913148505146507e-05,0.0
43,0.0,5.164820403706975e-06,0.0,0.0,-5.2299153467415576e-05,0.0,4.074073333333333e-07,-5.811249210675338e-06,0.0
44,0.0,2.840900444581379e-05,0.0,0.0,7.554322129140694e-05,0.0,0.0,-1.2906500674099593e-06,0.0
45,0.0,-2.5826263057300348e-05,0.0,0.0,-5.811017000274723e-05,0.0,0.0,-4.519436953017182e-06,0.0
46,0.0,-7.748235804051404e-06,0.0,0.0,-6.973220595209913e-05,0.0,4.0740733333333354e-07,-1.2913845891055269e-05,0.0
47,0.0,-4.519611486339883e-06,0.000100528,0.0,9.297627413029823e-05,0.0,8.148146666666665e-07,5.810272990980446e-06,0.0
48,0.0,0.00014785831424208982,0.00020105600000000002,3.333333333333333e-07,-4.0677119466855595e-05,0.0,8.148146666666665e-07,2.8410665353810243e-05,0.0
49,6.548148133333333e-05,0.0003131492873253361,0.000351848,1e-06,5.8110170445526926e-05,0.0,1.222222e-06,-2.905610660539302e-05,0.0
50,0.0002046296291666667,0.00040870755079820903,0.0005026399999999999,1.6666666666666669e-06,-2.905508503825465e-05,0.0,1.629629333333333e-06,4.520459709996593e-06,5.026400000000001e-05
51,0.0003192222215,0.0005430073728788896,0.0006031680000000001,2.666666666666667e-06,3.876022766635678e-18,0.0,1.629629333333332e-06,2.5810676777637113e-06,0.00010052800000000001
52,0.00043381481383333365,0.0006553527035194811,0.0007036960000000002,4.333333333333334e-06,-1.1622034118620138e-05,0.0,1.6296293333333354e-06,7.102875571506724e-06,0.0
53,0.0005565925913333331,0.0007638262977447221,0.000804224000000001,5.9999999999999985e-06,6.392118692186858e-05,0.0,2.037036666666664e-06,-1.9367421528786044e-06,0.0
54,0.0006629999984999998,0.0008936023394231826,0.0008042239999999988,8.000000000000001e-06,5.811016904362202e-06,0.0,2.444444e-06,-1.032957047632216e-05,0.0
55,0.0007612222205,0.0007489747873988583,0.0008042240000000001,1.0666666666666664e-05,1.743305062460398e-05,0.0,2.8518513333333347e-06,6.455249354668688e-06,0.0
56,0.0007939629611666663,0.0008464701409500886,0.0008489029659055018,1.3666666666666669e-05,-4.6488135293957874e-05,5.026400000000001e-05,3.6666660000000003e-06,-3.874321131481694e-06,0.0
57,0.0007939629611666671,0.0008316191813272141,0.0008098090340945005,1.6666666666666674e-05,6.392118578583241e-05,0.0,4.888887999999997e-06,1.356021688238946e-05,0.0
58,0.0008103333315000001,0.0008090202242005615,0.0008042239999999992,2.0999999999999995e-05,5.811016734801316e-05,0.0,6.518517333333338e-06,-9.039664186293214e-06,0.0
59,0.0008103333315000001,0.0008161223732836226,0.0008042239999999983,2.5666666666666676e-05,2.905508312141902e-05,5.0263999999999985e-05,7.333332000000001e-06,3.226787830313979e-06,0.0
60,0.0008021481463333325,0.0008019175354945099,0.0008433180323396718,2.9666666666666665e-05,6.973219798929479e-05,0.0,7.740739333333328e-06,1.7434909855058336e-05,5.026399999999998e-05
61,0.0008021481463333334,0.0007851305055291379,0.0008153939676603279,3.366666666666671e-05,-8.135423119365734e-05,5.026400000000002e-05,8.962961333333325e-06,1.0331336894397568e-05,0.0
62,0.0008021481463333351,0.0008613177508593698,0.000804224000000001,3.8e-05,0.00013365337829482354,5.026399999999998e-05,1.0592590666666677e-05,-1.6141051968812585e-05,3.909131807998791e-05
63,0.0008021481463333299,0.0008154763962504689,0.0008265633321652976,4.299999999999999e-05,6.392117817259952e-05,5.026400000000003e-05,1.3037034666666663e-05,3.0345780096059122e-05,1.1172681920012124e-05
64,0.0008103333315000027,0.0008471132953596153,0.0007818846678347008,4.8333333333333334e-05,5.811016043200237e-05,5.0264000000000005e-05,1.670370066666666e-05,4.842380576460998e-05,5.0264000000000005e-05
65,0.0008185185166666668,0.0007941681919936966,0.0008544880000000057,5.333333333333335e-05,1.743304784318202e-05,5.0264000000000005e-05,2.0777774000000005e-05,3.357577445375063e-05,0.0
66,0.0008103333314999992,0.0008361365696506074,0.0008098086319909079,5.8e-05,5.811015852306403e-05,5.026399999999995e-05,2.4444439999999975e-05,3.292875215261319e-05,5.0264000000000005e-05
67,0.0008021481463333317,0.0008329074057444128,0.0007651297666085646,6.199999999999999e-05,4.648812576202451e-05,0.00010052799999999161,2.851851333333336e-05,2.7762339761541624e-05,5.026399999999995e-05
68,0.0008021481463333351,0.000815474894518128,0.0008377336014005216,6.566666666666667e-05,0.00011622031030032189,5.0264000000008516e-05,3.2999993999999986e-05,4.196878651387446e-05,5.0264000000000005e-05
69,0.0008103333315000027,0.0008348440954680028,0.000804224000000001,6.966666666666655e-05,8.135421372466184e-05,5.026399999999995e-05,3.7074067333333304e-05,3.8740092212952875e-05,5.026399999999995e-05
70,0.0008267037018333308,0.0007877103506304141,0.0008042240000000027,7.366666666666687e-05,5.811015090487583e-05,0.00010052800000000001,4.1148140666666676e-05,6.779517142248308e-05,5.026400000000017e-05
71,0.0008267037018333326,0.0008109545540756213,0.0008544880000000005,7.766666666666642e-05,0.00011040928269271137,0.00010052799999998884,4.56296213333333e-05,2.7118058716262992e-05,8.935491596798802e-05
72,0.000818518516666665,0.0008206389805194524,0.0008042239999999957,8.066666666666671e-05,6.973217582695865e-05,0.00010052800000001107,5.011110200000006e-05,6.84412140981024e-05,6.143708403201194e-05
73,0.0008267037018333326,0.0008264497252393407,0.0008042240000000027,8.333333333333348e-05,7.554318810898159e-05,0.00010052799999998906,5.4592582666666606e-05,6.714912113446066e-05,7.81850488319857e-05
74,0.0008267037018333326,0.0008316145901011152,0.0008489027648592717,8.733333333333347e-05,0.000110409270498935,0.00010052800000000012,5.907406333333331e-05,6.0045594471969154e-05,7.260695116801427e-05
75,0.0008267037018333326,0.00083871676159308,0.0008098092351407279,9.166666666666655e-05,8.716520984036855e-05,5.026400000001079e-05,6.355554399999996e-05,9.620572743505038e-05,6.701518169598597e-05
