,0,1,2,3,4,5,6,7,8
0,0.0,-5.165366613609595e-06,0.0,0.0,0.0,0.0,0.0,7.102322816979918e-06,0.0
1,0.0,-5.165285195331838e-06,0.0,0.0,0.0,0.0,0.0,-1.936928105411802e-06,0.0
2,0.0,2.582694891613068e-06,0.0,0.0,0.0,0.0,0.0,-2.195281264395193e-05,0.0
3,0.0,-4.519739320640795e-06,0.0,0.0,0.0,0.0,0.0,2.518118112979854e-05,0.0
4,0.0,1.4204705746955598e-05,0.0,0.0,0.0,0.0,0.0,-1.5496168682924595e-05,0.0
5,0.0,-1.8724410206175426e-05,0.0,0.0,0.0,0.0,0.0,1.2913566857411005e-05,0.0
6,0.0,1.8078817824395484e-05,0.0,0.0,0.0,0.0,0.0,-1.9370303817637558e-05,0.0
7,0.0,-2.4535485341127752e-05,0.0,0.0,0.0,0.0,0.0,1.93701643925475e-05,0.0
8,0.0,-9.039223155116093e-06,0.0,0.0,0.0,0.0,0.0,-7.748177345578142e-06,0.0
9,0.0,5.35902339113318e-05,0.0,0.0,0.0,0.0,0.0,-3.22808955376193e-06,0.0
10,0.0,-3.163759435840971e-05,0.0,0.0,0.0,0.0,0.0,2.5826761853975847e-05,0.0
11,0.0,-2.0016048501380768e-05,0.0,0.0,-2.3889735654500575e-05,0.0,0.0,-3.3575078591893094e-05,0.0
12,0.0,4.0677886915305376e-05,0.0,0.0,-5.165349236181812e-06,0.0,0.0,3.8744140193046225e-06,0.0
13,0.0,-1.3559857439119076e-05,0.0,0.0,5.229915283274666e-05,0.0,0.0,9.685058935003612e-06,0.0
14,0.0,-2.324360332388474e-05,0.0,0.0,-8.135423823999894e-05,0.0,0.0,6.447904848681003e-07,0.0
15,0.0,3.034643273053107e-05,0.0,0.0,6.392118739415256e-05,0.0,0.0,-2.130644180659519e-05,0.0
16,0.0,-9.03961814644562e-06,0.0,0.0,4.6488136105499077e-05,0.0,0.0,3.4866472770844745e-05,0.0
17,0.0,-4.777913551142935e-05,0.0,0.0,-8.716525520336611e-05,0.0,0.0,-1.549649422763477e-05,0.0
18,0.0,0.00019757513448516193,0.0,0.0,5.811017006178967e-05,0.0,0.0,4.5196693920507144e-06,0.0
19,0.0,-0.00036932520552994093,0.0,0.0,-4.648813612028103e-05,0.0,0.0,-1.2910219823140929e-06,0.0
20,0.0,0.00033575138718197194,0.0,0.0,6.973220394427637e-05,0.0,0.0,-2.5828807379372637e-06,0.0
