Axis1
Number of sampling data,2560
Sampling time interval(ms),0.889
Time,Analog 1,Analog 2,Analog 3,Analog 4,Analog 5,Analog 6,Analog 7,Digital 1,Digital 2,Digital 3,Digital 4,Digital 5,Digital 6,Digital 7,Digital 8
ms,Servo motor speed,Torque,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected
0.000000,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
0.888888,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
1.777776,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
2.666664,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
3.555552,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
4.444440,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
5.333328,0,1.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
6.222216,0,1.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
7.111104,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
7.999992,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
8.888880,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
9.777768,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
10.666656,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
11.555544,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
12.444432,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
13.333320,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
14.222208,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
15.111096,0,1.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
15.999984,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
16.888872,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
17.777760,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
18.666648,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
19.555536,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
20.444424,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
21.333312,0,1.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
22.222200,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
23.111088,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
23.999976,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
24.888864,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
25.777752,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
26.666640,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
27.555528,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
28.444416,0,1.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
29.333304,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
30.222192,0,1.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
31.111080,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
31.999968,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
32.888856,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
33.777744,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
34.666632,0,1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
35.555520,0,1.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
36.444408,0,1.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
37.333296,0,1.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
38.222184,0,1.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
39.111072,0,0.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
39.999960,0,0.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
40.888848,0,0.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
41.777736,-1.000000,0.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
42.666624,-1.000000,0.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
43.555512,-1.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.444400,-1.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.333288,-1.000000,-0.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
46.222176,-2.000000,-0.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
47.111064,-3.000000,-1.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
47.999952,-3.000000,-1.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
48.888840,-4.000000,-1.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
49.777728,-5.000000,-2.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
50.666616,-7.000000,-2.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
51.555504,-8.000000,-2.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
52.444392,-10.000000,-3.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
53.333280,-11.000000,-3.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
54.222168,-14.000000,-4.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
55.111056,-16.000000,-4.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
55.999944,-19.000000,-5.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
56.888832,-20.000000,-5.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
57.777720,-23.000000,-6.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
58.666608,-27.000000,-6.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
59.555496,-31.000000,-7.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
60.444384,-36.000000,-8.000000,0,0,0,0,0,0,0,0,0,0,0,0,0
61.333272,-42.000000,-8.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
62.222160,-44.000000,-8.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
63.111048,-50.000000,-9.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
63.999936,-54.000000,-9.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
64.888824,-59.000000,-10.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
65.777712,-64.000000,-11.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
66.666600,-71.000000,-12.000000,0,0,0,0,0,0,0,0,0,0,0,0,0
67.555488,-78.000000,-12.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
68.444376,-86.000000,-13.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
69.333264,-95.000000,-13.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
70.222152,-105.000000,-13.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
71.111040,-113.000000,-14.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
71.999928,-123.000000,-14.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
72.888816,-132.000000,-14.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
73.777704,-142.000000,-15.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
74.666592,-151.000000,-15.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
75.555480,-160.000000,-15.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
76.444368,-171.000000,-16.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
77.333256,-182.000000,-16.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
78.222144,-192.000000,-16.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
79.111032,-203.000000,-17.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
79.999920,-213.000000,-17.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
80.888808,-223.000000,-18.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
81.777696,-234.000000,-19.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
82.666584,-245.000000,-20.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
83.555472,-258.000000,-20.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
84.444360,-272.000000,-21.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
85.333248,-286.000000,-22.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
86.222136,-301.000000,-22.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
87.111024,-317.000000,-23.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
87.999912,-333.000000,-23.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
88.888800,-349.000000,-24.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
89.777688,-364.000000,-24.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
90.666576,-379.000000,-25.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
91.555464,-393.000000,-25.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
92.444352,-409.000000,-26.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
93.333240,-426.000000,-27.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
94.222128,-442.000000,-28.000000,0,0,0,0,0,0,0,0,0,0,0,0,0
95.111016,-460.000000,-28.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
95.999904,-477.000000,-29.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
96.888792,-496.000000,-30.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
97.777680,-514.000000,-31.000000,0,0,0,0,0,0,0,0,0,0,0,0,0
98.666568,-534.000000,-31.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
99.555456,-556.000000,-32.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
100.444344,-577.000000,-32.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
101.333232,-596.000000,-33.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
102.222120,-618.000000,-33.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
103.111008,-638.000000,-34.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
103.999896,-660.000000,-34.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
104.888784,-681.000000,-35.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
105.777672,-701.000000,-35.700000,0,0,0,0,0,0,0,0,0,0,0,0,0
106.666560,-722.000000,-36.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
107.555448,-744.000000,-36.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
108.444336,-768.000000,-37.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
109.333224,-790.000000,-37.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
110.222112,-813.000000,-38.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
111.111000,-838.000000,-38.200000,0,0,0,0,0,0,0,0,0,0,0,0,0
111.999888,-863.000000,-38.500000,0,0,0,0,0,0,0,0,0,0,0,0,0
112.888776,-886.000000,-39.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
113.777664,-911.000000,-38.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
114.666552,-935.000000,-39.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
115.555440,-959.000000,-39.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
116.444328,-981.000000,-39.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
117.333216,-1003.000000,-39.900000,0,0,0,0,0,0,0,0,0,0,0,0,0
118.222104,-1028.000000,-40.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
119.110992,-1053.000000,-41.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
119.999880,-1077.000000,-41.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
120.888768,-1103.000000,-41.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
121.777656,-1128.000000,-41.600000,0,0,0,0,0,0,0,0,0,0,0,0,0
122.666544,-1150.000000,-41.400000,0,0,0,0,0,0,0,0,0,0,0,0,0
123.555432,-1177.000000,-42.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
124.444320,-1201.000000,-42.000000,0,0,0,0,0,0,0,0,0,0,0,0,0
125.333208,-1227.000000,-42.100000,0,0,0,0,0,0,0,0,0,0,0,0,0
126.222096,-1251.000000,-42.300000,0,0,0,0,0,0,0,0,0,0,0,0,0
127.110984,-1278.000000,-41.800000,0,0,0,0,0,0,0,0,0,0,0,0,0
